date,timestamp,open,high,low,close,volume
2023-12-25,1703462400000,42991.5,43802.32,42720.43,43576.13,27021.23992
2023-12-26,1703548800000,43576.12,43592.68,41637.6,42508.93,41010.04282
2023-12-27,1703635200000,42508.93,43677.0,42098.69,43428.85,36191.21136
2023-12-28,1703721600000,43428.86,43787.57,42241.79,42563.76,35150.52485
2023-12-29,1703808000000,42563.76,43111.0,41300.0,42066.95,42597.18912
2023-12-30,1703894400000,42066.94,42612.32,41520.3,42140.28,22906.57818
2023-12-31,1703980800000,42140.29,42899.0,41965.84,42283.58,23585.91603
2024-01-01,1704067200000,42283.58,44184.1,42180.77,44179.55,27174.29903
2024-01-02,1704153600000,44179.55,45879.63,44148.34,44946.91,65146.40661
2024-01-03,1704240000000,44946.91,45500.0,40750.0,42845.23,81194.55173
2024-01-04,1704326400000,42845.23,44729.58,42613.77,44151.1,48038.06334
2024-01-05,1704412800000,44151.1,44357.46,42450.0,44145.11,48075.25327
2024-01-06,1704499200000,44145.12,44214.42,43397.05,43968.32,17835.06144
2024-01-07,1704585600000,43968.32,44480.59,43572.09,43929.02,23023.8508
2024-01-08,1704672000000,43929.01,47248.99,43175.0,46951.04,72814.57589
2024-01-09,1704758400000,46951.04,47972.0,44748.67,46110.0,69927.66617
2024-01-10,1704844800000,46110.0,47695.93,44300.36,46653.99,89911.41203
2024-01-11,1704931200000,46654.0,48969.48,45606.06,46339.16,87470.3296
2024-01-12,1705017600000,46339.16,46515.53,41500.0,42782.73,86327.93707
2024-01-13,1705104000000,42782.74,43257.0,42436.12,42847.99,36118.47464
2024-01-14,1705190400000,42847.99,43079.0,41720.0,41732.35,28228.40894
2024-01-15,1705276800000,41732.35,43400.43,41718.05,42511.1,40269.89303
2024-01-16,1705363200000,42511.1,43578.01,42050.0,43137.95,45045.74589
2024-01-17,1705449600000,43137.94,43198.0,42200.69,42776.1,33266.21388
2024-01-18,1705536000000,42776.09,42930.0,40683.28,41327.5,43907.51641
2024-01-19,1705622400000,41327.51,42196.86,40280.0,41659.03,48342.74559
2024-01-20,1705708800000,41659.03,41872.56,41456.3,41696.04,15923.99493
2024-01-21,1705795200000,41696.05,41881.39,41500.98,41580.33,11730.16301
2024-01-22,1705881600000,41580.32,41689.65,39431.58,39568.02,55426.19911
2024-01-23,1705968000000,39568.02,40176.74,38555.0,39897.6,57956.63351
2024-01-24,1706054400000,39897.59,40555.0,39484.19,40084.88,39293.82861
2024-01-25,1706140800000,40084.89,40300.24,39550.0,39961.09,31022.11853
2024-01-26,1706227200000,39961.09,42246.82,39822.52,41823.51,47384.96726
2024-01-27,1706313600000,41823.51,42200.0,41394.34,42120.63,16224.41667
2024-01-28,1706400000000,42120.63,42842.68,41620.81,42031.06,27294.99838
2024-01-29,1706486400000,42031.05,43333.0,41804.88,43302.7,31542.74207
2024-01-30,1706572800000,43302.71,43882.36,42683.99,42941.1,37619.24546
2024-01-31,1706659200000,42941.1,43745.11,42276.84,42580.0,39871.13688
2024-02-01,1706745600000,42580.0,43285.13,41884.28,43082.94,35231.04664
2024-02-02,1706832000000,43082.95,43488.0,42546.79,43200.0,29672.14418
2024-02-03,1706918400000,43199.99,43380.01,42880.0,43011.09,12033.40998
2024-02-04,1707004800000,43011.1,43119.04,42222.0,42582.88,17066.89404
2024-02-05,1707091200000,42582.88,43569.76,42258.1,42708.7,29467.75905
2024-02-06,1707177600000,42708.7,43399.98,42574.0,43098.95,24675.85433
2024-02-07,1707264000000,43098.96,44396.5,42788.0,44349.6,34392.59915
2024-02-08,1707350400000,44349.6,45614.3,44331.1,45288.65,45439.62231
2024-02-09,1707436800000,45288.66,48200.0,45242.12,47132.77,73503.481
2024-02-10,1707523200000,47132.78,48170.0,46800.0,47751.09,24802.35936
2024-02-11,1707609600000,47751.08,48592.66,47557.16,48299.99,29958.80837
2024-02-12,1707696000000,48300.0,50334.82,47710.01,49917.27,59009.96705
2024-02-13,1707782400000,49917.28,50368.61,48300.95,49699.59,55551.56706
2024-02-14,1707868800000,49699.6,52043.71,49225.01,51795.17,57046.37401
2024-02-15,1707955200000,51795.17,52816.62,51314.0,51880.0,53816.03055
2024-02-16,1708041600000,51880.01,52572.08,51566.0,52124.11,37772.25318
2024-02-17,1708128000000,52124.1,52162.82,50625.0,51642.64,25674.00622
2024-02-18,1708214400000,51642.64,52377.0,51163.28,52137.67,21992.10363
2024-02-19,1708300800000,52137.68,52488.77,51677.0,51774.73,29534.99432
2024-02-20,1708387200000,51774.74,52985.0,50760.37,52258.82,49614.47318
2024-02-21,1708473600000,52258.82,52366.8,50625.0,51849.39,43079.40049
2024-02-22,1708560000000,51849.38,52065.78,50940.78,51288.42,35309.44574
2024-02-23,1708646400000,51288.42,51548.54,50521.0,50744.15,30545.79544
2024-02-24,1708732800000,50744.15,51698.0,50585.0,51568.22,16560.4211
2024-02-25,1708819200000,51568.21,51958.55,51279.8,51728.85,18721.63159
2024-02-26,1708905600000,51728.85,54910.0,50901.44,54476.47,51256.72199
2024-02-27,1708992000000,54476.48,57588.15,54450.13,57037.34,67194.98562
2024-02-28,1709078400000,57037.35,64000.0,56691.85,62432.1,118763.46984
2024-02-29,1709164800000,62432.11,63676.35,60364.7,61130.98,78425.07603
2024-03-01,1709251200000,61130.99,63114.23,60777.0,62387.9,47737.93473
2024-03-02,1709337600000,62387.9,62433.19,61561.12,61987.28,25534.73659
2024-03-03,1709424000000,61987.28,63231.88,61320.0,63113.97,28994.90903
2024-03-04,1709510400000,63113.97,68499.0,62300.0,68245.71,84835.16005
2024-03-05,1709596800000,68245.71,69000.0,59005.0,63724.01,132696.7813
2024-03-06,1709683200000,63724.01,67641.1,62779.14,66074.04,78738.85491
2024-03-07,1709769600000,66074.04,67980.0,65551.0,66823.17,53059.8869
2024-03-08,1709856000000,66823.18,69990.0,66082.66,68124.19,74261.932842
2024-03-09,1709942400000,68124.2,68541.1,67861.1,68313.27,19872.89743
2024-03-10,1710028800000,68313.28,69887.61,68094.75,68955.88,38404.66835
2024-03-11,1710115200000,68955.88,72800.0,67024.96,72078.1,75292.825726
2024-03-12,1710201600000,72078.1,73000.0,68620.82,71452.01,68783.546691
2024-03-13,1710288000000,71452.0,73650.25,71333.31,73072.41,52659.711647
2024-03-14,1710374400000,73072.4,73777.0,68555.0,71388.94,71757.628746
2024-03-15,1710460800000,71388.94,72419.71,65600.0,69499.85,103334.03546
2024-03-16,1710547200000,69499.84,70043.0,64780.0,65300.63,55926.95336
2024-03-17,1710633600000,65300.64,68904.4,64533.0,68393.48,49742.21589
2024-03-18,1710720000000,68393.47,68956.0,66565.2,67609.99,55691.08088
2024-03-19,1710806400000,67610.0,68124.11,61555.0,61937.4,101005.32487
2024-03-20,1710892800000,61937.41,68100.0,60775.0,67840.51,90420.58592
2024-03-21,1710979200000,67840.51,68240.47,64529.01,65501.27,53357.48002
2024-03-22,1711065600000,65501.28,66649.62,62260.0,63796.64,51482.37821
2024-03-23,1711152000000,63796.64,65999.0,63000.0,63990.01,26410.11409
2024-03-24,1711238400000,63990.02,67628.69,63772.29,67209.99,31395.78015
2024-03-25,1711324800000,67210.0,71150.0,66385.06,69880.01,53431.14486
2024-03-26,1711411200000,69880.0,71561.1,69280.0,69988.0,38934.38417
2024-03-27,1711497600000,69987.99,71769.54,68359.18,69469.99,49119.35685
2024-03-28,1711584000000,69469.99,71552.06,68903.62,70780.6,35439.03239
2024-03-29,1711670400000,70780.6,70916.16,69009.0,69850.54,25445.08353
2024-03-30,1711756800000,69850.53,70321.1,69540.0,69582.18,13644.61142
2024-03-31,1711843200000,69582.17,71366.0,69562.99,71280.01,19396.34433
2024-04-01,1711929600000,71280.0,71288.23,68062.86,69649.8,41445.32039
2024-04-02,1712016000000,69649.81,69674.23,64550.0,65463.99,71799.82793
2024-04-03,1712102400000,65463.99,66903.63,64493.07,65963.28,39887.21778
2024-04-04,1712188800000,65963.27,69309.91,65064.52,68487.79,41510.48453
2024-04-05,1712275200000,68487.8,68756.67,65952.56,67820.62,37915.23073
2024-04-06,1712361600000,67820.63,69692.0,67447.83,68896.0,20134.28919
2024-04-07,1712448000000,68896.0,70326.29,68824.0,69360.39,21534.74433
2024-04-08,1712534400000,69360.38,72797.99,69043.24,71620.0,45723.87624
2024-04-09,1712620800000,71620.0,71758.19,68210.0,69146.0,39293.90242
2024-04-10,1712707200000,69146.0,71172.08,67518.0,70631.08,42006.02377
2024-04-11,1712793600000,70631.08,71305.89,69567.21,70006.23,31917.25595
2024-04-12,1712880000000,70006.22,71227.46,65086.86,67116.52,56072.86229
2024-04-13,1712966400000,67116.52,67929.0,60660.57,63924.51,71395.22019
2024-04-14,1713052800000,63924.52,65840.0,62134.0,65661.84,61599.17818
2024-04-15,1713139200000,65661.85,66867.07,62274.4,63419.99,52389.53069
2024-04-16,1713225600000,63419.99,64365.0,61600.0,63793.39,53435.29331
2024-04-17,1713312000000,63793.4,64499.0,59678.16,61277.37,50610.54509
2024-04-18,1713398400000,61277.38,64117.09,60803.35,63470.08,43601.60918
2024-04-19,1713484800000,63470.09,65450.0,59600.01,63818.01,69774.30271
2024-04-20,1713571200000,63818.01,65419.0,63090.07,64940.59,23137.42975
2024-04-21,1713657600000,64940.58,65695.56,64237.5,64941.15,19316.42152
2024-04-22,1713744000000,64941.15,67232.35,64500.0,66819.32,31397.99371
2024-04-23,1713830400000,66819.32,67183.01,65765.81,66414.0,22599.90004
2024-04-24,1713916800000,66414.0,67070.43,63606.06,64289.59,33595.69637
2024-04-25,1714003200000,64289.58,65297.94,62794.0,64498.34,31341.46338
2024-04-26,1714089600000,64498.33,64820.01,63297.48,63770.01,27085.19346
2024-04-27,1714176000000,63770.0,63923.41,62391.24,63461.98,20933.06052
2024-04-28,1714262400000,63461.98,64370.0,62781.0,63118.62,16949.20005
2024-04-29,1714348800000,63118.62,64228.35,61765.53,63866.0,28150.22947
2024-04-30,1714435200000,63866.0,64734.0,59191.6,60672.0,54947.65535
2024-05-01,1714521600000,60672.01,60841.63,56552.82,58364.97,81166.46823
2024-05-02,1714608000000,58364.97,59625.0,56911.84,59060.61,47583.81961
2024-05-03,1714694400000,59060.6,63333.0,58811.32,62882.01,43628.40143
2024-05-04,1714780800000,62882.01,64540.0,62541.03,63892.04,24368.69282
2024-05-05,1714867200000,63892.03,64646.0,62822.17,64012.0,18526.75029
2024-05-06,1714953600000,64012.0,65500.0,62700.0,63165.19,34674.91949
2024-05-07,1715040000000,63165.18,64422.41,62261.0,62312.08,25598.79472
2024-05-08,1715126400000,62312.07,63020.22,60888.0,61193.03,26121.19004
2024-05-09,1715212800000,61193.03,63429.03,60630.0,63074.01,30660.8061
2024-05-10,1715299200000,63074.0,63469.13,60187.12,60799.99,36529.34025
2024-05-11,1715385600000,60799.99,61515.0,60487.09,60825.99,13374.56936
2024-05-12,1715472000000,60825.99,61888.0,60610.0,61483.99,12753.13236
2024-05-13,1715558400000,61484.0,63450.0,60749.21,62940.08,32733.41839
2024-05-14,1715644800000,62940.09,63118.36,61142.77,61577.49,29088.72041
